Animal,Website,Actions,Duplicate Check,Fold,Validation,Dog,Unnamed: 7,Unnamed: 8,Unnamed: 9,Cat,Unnamed: 11,Unnamed: 12,Unnamed: 13
Cat,https://www.youtube.com/watch?v=mGl5693Yqpw,"[(""Movement Disorder"", 0:00-0:39)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=AfCNX6fuWRw,"[(""Movement Disorder"", 0:07-0:21)], [(""Movement Disorder"", 0:35-0:39)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=80A41Sv8SnU,"[(""Lying"", 0:00-0:05), (""Movement Disorder"", 0:23-0:32), (""Movement Disorder"", 0:35-0:46), (""Movement Disorder"", 1:00-1:05)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=dRnfSb3-YEI,"[(""Movement Disorder"", 0:15-0:25)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/ihD-gaANl-M,"[(""Movement Disorder"", 0:27-0:34)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/2tMJQ_mt_Qg,"[(""Movement Disorder"", 0:09-0:14)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=sbIDEtqNY0E,"[(""Movement Disorder"", 0:00-0:09), (""Movement Disorder"", 0:14-0:21)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/8B3JW3V7WWU,"[(""Movement Disorder"", 0:00-0:08)]",Unique,1.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/WIXvfFbTtUE,"[(""Sitting"", 0:00-0:05)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/9dDdby_4pcA,"[(""Sitting"", 0:00-0:04)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=wrdAEmNvEj4,"[(""Standing(on all fours)"", 0:21-0:27), (""Standing(on all fours)"", 0:33-0:44)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/i0EkaSk21xU,"[(""Standing(on all fours)"", 0:07-0:12)]",Unique,3.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/MFWH7-AfK0A,"[(""Standing(on all fours)"", 0:02-0:12)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/CMqdyF9dep4,"[(""Movement Disorder"", 0:00-0:08)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=0cdiTIDzOEU,"[(""Movement Disorder"", 0:13-0:21), (""Movement Disorder"", 0:23-0:30)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/l77_v24TurU,"[(""Movement Disorder"", 0:00-0:11)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=PnG-CoaAvXU,"[(""Movement Disorder"", 0:00-0:09), (""Movement Disorder"", 0:13-0:21), (""Movement Disorder"", 0:38-0:46), (""Movement Disorder"", 1:05-1:19), (""Movement Disorder"", 1:57-2:08)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/aODfxQj_LKU,"[(""Movement Disorder"", 0:05-0:13)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/ZHdw2vbmCTU,"[(""Movement Disorder"", 0:00-0:05), (""Movement Disorder"", 0:11-0:15)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/TrnMlLWL_54,"[(""Movement Disorder"", 0:00-0:04), (""Movement Disorder"", 0:10-0:15)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/0f8dViqZokY,"[(""Vomiting"",0:00-0:20)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/4Dq_v_OVwN8,"[(""Vomiting"",0:02-0:08)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/zW3NR7JOj5Q,"[(""Vomiting"",0:00-0:15)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=MAm1z8XAv9M,"[(""Vomiting"",0:18-0:23)]",Unique,1.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/VdhtkTo3j1w,"[(""Running"", 0:00-0:10)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/D4BKtPDetk0,"[(""Running"", 0:05-0:10)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/8C38mPNWW3k,"[(""Running"", 0:01-0:05)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=aXHOyuE9Qt0,"[(""Running"", 0:02-0:18)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=O1gt9r_JQAU,"[(""Running"", 0:11-0:29)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=xNdNvbnkMDA,"[(""Walking"", 0:02-0:06)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/LBb70Pg6UcI,"[(""Running"", 0:02-0:07)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/buc8SMowjyM,"[(""Running"", 0:01-0:14)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/Zp61FMHTj7o,"[(""Running"", 0:02-0:09)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/ToOZOhNeJvQ,"[(""Standing(on all fours)"", 0:00-0:04)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=JohDcTxMPPs,"[(""Running"", 0:00-0:06)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=aD0i0OB8KWw,"[(""Running"", 0:15-0:32)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/SRP8eV-Mn1U,"[(""Walking"", 0:00-0:07)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/00WNs8dCcSs,"[(""Walking"", 0:00-0:14)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/ZDcwSmRxXAs,"[(""Standing(on all fours)"", 0:02-0:07)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/0Cr3YH4mmLM,"[(""Walking"", 0:00-0:05)]",Unique,1.0,V,,,,,,,,
Dog,https://www.youtube.com/watch?v=8HLcFZNje_w,"[(""Standing(on all fours)"", 0:02-0:07)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/zwbByL4jAAw,"[(""Walking"", 0:00-0:04)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/YfIdYLwiS0U,"[(""Standing(on all fours)"", 0:03-0:08)]",Unique,3.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/fdcX8YnCpgA,"[(""Standing(on all fours)"", 0:00-0:14)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/SIzF_GR83pw,"[(""Standing(on all fours)"", 0:00-0:10)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/cmrukgXRV_A,"[(""Standing(on all fours)"", 0:00-0:10)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/V-PQwj1RAsE,"[(""Sniffing"", 0:00-0:04)]",Unique,4.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/rFXepR_ssjQ,"[(""Sniffing"", 0:09-0:16)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/Yb1Wf8fI_cM,"[(""Standing(on all fours)"", 0:00-0:04)]",Unique,2.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/bJ3YmyvDa-4,"[(""Walking"", 0:05-0:09)]",Unique,4.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/Wu6X-iMBoKA,"[(""Standing(on all fours)"", 0:00-0:10)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/C8BE1g7tgeU,"[(""Walking"", 0:00-0:05)]",Unique,3.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/7uJoIUHh0sM,"[(""Walking"", 0:00-0:06)]",Unique,2.0,V,,,,,,,,
Dog,https://www.youtube.com/watch?v=GUr8OAYupGA,"[(""Standing(on all fours)"", 0:03-0:15)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/qvJU1vaP89A,"[(""Standing(on all fours)"", 0:16-0:27)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/ICAIwiW7gi8,"[(""Standing(on all fours)"", 0:00-0:07)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=arclbS1vZlI,"[(""Walking"", 0:00-0:15), (""Sniffing"", 0:18-0:23), (""Walking"", 0:31-0:35)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/k6wg4xLKtp4,"[(""Sniffing"", 0:00-0:05), (""Sniffing"", 0:15-0:21)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=rnv7d8glOH8,"[(""Sniffing"", 0:03-0:07)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/6BB33ve3xeY,"[(""Walking"", 0:07-0:11)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=CNS-b75mEmk,"[(""Standing(on all fours)"", 0:00-0:04), (""Standing(on all fours)"", 0:08-0:15)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=8LFjw_EtoZE,"[(""Standing(on all fours)"", 0:04-0:08)]",Unique,5.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/kiy7XztUMBk,"[(""Sniffing"", 0:00-0:04)]",Unique,1.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/dtHOIduFQds,"[(""Sniffing"", 0:01-0:07)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/1ssrsL2d9go,"[(""Sniffing"", 0:28-0:40)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/lU34qmo24oE,"[(""Sniffing"", 0:00-0:05), (""Sniffing"", 0:07-0:14)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/k24Bg6xTNuQ,"[(""Sniffing"", 0:00-0:06)]",Unique,4.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/YWsey2UlsL4,"[(""Sniffing"", 0:00-0:04)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/wUPAemn3rDo,"[(""Sniffing"", 0:04-0:10)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/VEhpkNKa9zk,"[(""Standing(on all fours)"", 0:03-0:09), (""Standing(on all fours)"", 0:15-0:19), (""Standing(on all fours)"", 0:21-0:25)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/l_ZiP_1CUzs,"[(""Sniffing"", 0:29-0:38)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/A3R3MkN_EN0,"[(""Sniffing"", 0:00-0:11)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/BKizdxuZ6zM,"[(""Sniffing"", 0:02-0:17)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/-hkaHApKiyM,"[(""Standing(on all fours)"", 0:00-0:06), (""Sniffing"", 0:08-0:12)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=RVu5RqJXcag,"[(""Sniffing"", 0:28-0:41)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/doyn-bwi8YU,"[(""Sniffing"", 0:00-0:09)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=ah3E6cvwQHc,"[(""Standing(on all fours)"", 0:00-0:10)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/C8jEXkuud18,"[(""Sniffing"", 0:01-0:09)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/a923WbWgKow,"[(""Standing(on all fours)"", 0:03-0:07)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/xIXqdwMvMSk,"[(""Standing(on all fours)"", 0:00-0:04)]",Unique,3.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/LJSaJJ7F_pI,"[(""Sitting"", 0:00-0:05)]",Unique,5.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/XOhbqNwKhvE,"[(""Sitting"", 0:04-0:10)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/Vx-uLIJVmbo,"[(""Sitting"", 0:00-0:20)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/GJAAx4oDOdY,"[(""Standing(on all fours)"", 0:00-0:05)]",Unique,2.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/CT0B9k5HXEk,"[(""Sniffing"", 0:00-0:09)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=o-kPyAupU6w,"[(""Sniffing"", 0:15-0:54)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/I89q_A-i2_A,"[(""Sitting"", 0:00-0:05)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=z9dtD_X_9ls,"[(""Sitting"", 0:00-0:05)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/fsGLTArnGpw,"[(""Sitting"", 0:00-0:05)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/b6NTTT8VUpc,"[(""Standing(on all fours)"", 0:00-0:06)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/J0acW4MyJzU,"[(""Standing(on all fours)"", 0:00-0:10)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=Y2gGT7B6UuE,"[(""Vomiting"", 0:07-0:12), (""Vomiting"", 0:33-0:40)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=GX6AfMJloVg,"[(""Vomiting"", 0:03-0:15)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/RAoopptHmnU,"[(""Vomiting"", 0:00-0:18)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/6QgWqNqVLLo,"[(""Sniffing"", 0:00-0:10)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=NYysJoPAiuk,"[(""Sniffing"", 0:03-0:08)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/7ghvlZvbSlQ,"[(""Sniffing"", 0:01-0:06)]",Unique,1.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/cyeCr1bjTn4,"[(""Sniffing"", 0:00-0:08)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/Hd9fterLFEI,"[(""Sniffing"", 0:04-0:18)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=HWK9CzPzyB8,"[(""Sniffing"", 0:05-0:13), (""Sitting"", 0:15-0:19)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=7-VcG1XImHQ,"[(""Sitting"", 0:08-0:13)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/pS8-umutmrg,"[(""Standing(on all fours)"", 0:02-0:09), (""Sniffing"", 0:17-0:22)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=oQ-Dv-IjTEU,"[(""Lying"", 0:27-0:34)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/Myg14gl9_8g,"[(""Sniffing"", 0:03-0:11)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/KIXvHd03fbs,"[(""Sitting"", 0:00-0:10)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=k1wjpXehV-A,"[(""Standing(on all fours)"", 0:00-0:05), (""Standing(on all fours)"", 0:33-0:48), (""Sniffing"", 1:22-1:42), (""Sniffing"", 1:45-1:50), (""Sniffing"", 2:07-2:14), (""Sniffing"", 2:16-2:27)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=j7kSWMMBpJI,"[(""Sniffing"", 3:46-4:00)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/MI_YwsaIAg4,"[(""Sniffing"", 0:01-0:05)]",Unique,3.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/oM_viYzhtus,"[(""Sniffing"", 0:00-0:04)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/GPSvwl2rmWs,"[(""Sniffing"", 0:05-0:09)]",Unique,1.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/h1C_QgxGQDs,"[(""Sniffing"", 0:00-0:10)], [(""Sniffing"", 0:13-0:20)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/5zgjEcEkScs,"[(""Sniffing"", 0:00-0:25)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=coIlqaEPXDI,"[(""Lying"", 0:00-0:20)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/o6LeMfOYZ-U,"[(""Lying"", 0:00-0:10), (""Lying"", 0:22-0:32)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=oYg9xywkVZc,"[(""Lying"", 0:00-0:10)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/sv1GatAyWQM,"[(""Lying"", 0:00-0:05)]",Unique,3.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=VxP6SaBLtv8,"[(""Lying"", 0:00-0:05)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=8ha6f8Dr5BI,"[(""Standing(on all fours)"", 0:00-0:10)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=J1ZoF3wJJmg,"[(""Standing(on all fours)"", 0:04-0:09), (""Standing(on all fours)"", 0:26-0:34), (""Standing(on all fours)"", 1:45-1:50)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=hFfo07eF6oo,"[(""Standing(on all fours)"", 4:05-4:15), (""Standing(on all fours)"", 4:23-4:27), (""Standing(on all fours)"", 4:43-5:00)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=DgBnNFvoMYI,"[(""Standing(on all fours)"", 4:23-4:33)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/C_w8I94Av_A,"[(""Standing(on all fours)"", 0:03-0:07)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=vw0ahpUkv7Y,"[(""Lying"", 0:00-0:10)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/yaE55g7G_RY,"[(""Lying"", 0:00-0:04)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=hSiJn95o0mc,"[(""Standing(on all fours)"", 0:36-0:41), (""Standing(on all fours)"", 2:36-2:40)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=fXdTH3krgK8,"[(""Standing(on all fours)"", 0:22-0:30)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=mDAEW8uStjo,"[(""Lying"", 0:06-0:12)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=BBj3UWV4lNY,"[(""Lying"", 0:04-0:12)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=tJqU2WGTRVA,"[(""Lying"", 0:04-0:16)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/q0fcrlBIxDs,"[(""Lying"", 0:00-0:10)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/8wRvwAwPqDo,"[(""Vomiting"", 0:00-0:05)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/VeM1O-8OlBY,"[(""Vomiting"", 0:00-0:06)]",Unique,5.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/Sy6Zg5GE-is,"[(""Vomiting"", 0:01-0:06)]",Unique,4.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=IRlxTY_-TXE,"[(""Vomiting"", 0:00-0:10)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=t8EIm-cPAL0,"[(""Vomiting"", 0:00-0:10)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=EPR4ufx5Ujg,"[(""Vomiting"", 0:00-0:20)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/jpBxGbTdhFk,"[(""Vomiting"", 0:17-0:36)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/nFjO9Im_QMQ,"[(""Vomiting"", 0:00-0:07)]",Unique,1.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/0bnk582I4Lc,"[(""Vomiting"", 0:00-0:20)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/iBT1PTCcxJg,"[(""Vomiting"", 0:01-0:11)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=blPOEeb-wEM,"[(""Vomiting"", 0:08-0:18)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/jx4LHuv_Fl4,"[(""Vomiting"", 0:02-0:09)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=bOUGH71e114,"[(""Coughing"", 0:03-0:07)]",Unique,4.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/CiW8_QHlI34,"[(""Coughing"", 0:00-0:20)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/Qq4wHSCWvBk,"[(""Coughing"", 0:02-0:06)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=jbAk03bgvK0,"[(""Coughing"", 0:03-0:18)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=9VXecrwsqUg,"[(""Coughing"", 0:13-0:21), (""Coughing"", 0:23-0:27), (""Coughing"", 0:55-0:59)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=3GakkrGCkig,"[(""Coughing"", 0:00-0:10)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=fQ8rzULpmZs,"[(""Coughing"", 0:10-0:14)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=o1kqiSs2vXM,"[(""Coughing"", 0:00-0:15)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=iE5A7Nwf_QI,"[(""Coughing"", 0:07-0:15)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=anxnXbKdozE,"[(""Coughing"", 0:12-0:16)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/vYGTuA33CHQ,"[(""Coughing"", 0:00-0:05)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=EY5olXKxy90,"[(""Coughing"", 0:00-0:15)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=Ac-SnvzU62A,"[(""Standing(on all fours)"", 0:00-0:05), (""Standing(on all fours)"", 0:09-0:15)]",Unique,5.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/YJcgDmez02M,"[(""Coughing"", 0:00-0:06)]",Unique,3.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=aFe3q3g2z2Y,"[(""Coughing"", 0:07-0:11), (""Coughing"", 0:13-0:17)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=kMoPW7Hw1XQ,"[(""Coughing"", 0:00-0:05)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/0fhMwu1tOs8,"[(""Coughing"", 0:00-0:08)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/bvJpH-Zcwas,"[(""Vomiting"", 0:00-0:07)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=dLOrP-vhpfk,"[(""Vomiting"", 0:03-0:08)]",Unique,1.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=HECLpPg7Sc8,"[(""Vomiting"", 0:09-0:18)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=6JUEmTw5Z08,"[(""Coughing"", 0:00-0:12)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/bCglOndNHas,"[(""Movement Disorder"", 0:00-0:04)]",Unique,5.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=V9roAtQY2sM,"[(""Movement Disorder"", 0:23-0:28), (""Movement Disorder"", 1:18-1:27)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=j3eeI0DUgsw,"[(""Movement Disorder"", 0:33-0:43), (""Movement Disorder"", 0:45-0:49)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=c7PKoF48naA,"[(""Movement Disorder"", 0:04-0:12)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=hnDy-utzQ24,"[(""Movement Disorder"", 0:13-0:17)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=CjiU2dleQXA,"[(""Movement Disorder"", 0:14-0:19), (""Movement Disorder"", 0:23-0:30)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=yV-sRJcE0aY,"[(""Movement Disorder"", 0:05-0:15)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=wt1Fy9c9GYQ,"[(""Movement Disorder"", 0:13-0:17)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=tIx7YJRxqCk,"[(""Movement Disorder"", 0:00-0:05)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/5fj4-2-2x8Q,"[(""Standing(bipedal)"", 0:00-0:05)]",Unique,1.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=Iab6XgRRNQY,"[(""Coughing"", 0:04-0:12)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=jKc1nBavpno,"[(""Coughing"", 0:05-0:19)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=I5iC510LmuI,"[(""Coughing"", 0:02-0:05)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=5D6qWOqvcrg,"[(""Coughing"", 0:01-0:07)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=8YUphRwp474,"[(""Coughing"", 0:01-0:08)]",Unique,2.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=ZvvrP-2o8Bk,"[(""Seizures"", 0:01-0:15)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=hgwCkn3DJ-8,"[(""Lying"", 0:00-0:25), (""Movement Disorder"", 0:29-0:42)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=GyFahFjrcEc,"[(""Seizures"", 0:01-0:13)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=l8GCUB3wt8A,"[(""Seizures"", 0:01-1:19)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/JChbpFSvPb4,"[(""Seizures"", 0:01-0:10)]",Unique,1.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=si_EjcNJTU0,"[(""Walking"", 0:10-0:13)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=3Aix-qfDrv0,"[(""Coughing"", 0:09-0:21)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=mcy0Wkl05Ys,"[(""Coughing"", 0:03-0:11)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=-wCEm7p4sJk,"[(""Walking"", 00:00:01-00:00:06), (""Walking"", 00:22:38-0:22:43)]",Unique,5.0,,,,,,,,,
